needs_QC,scientific_name,common_name,alternative_names,category,source
,Syzygium luehmannii,riberry,"cherry alder, cherry satinash, clove lilli pilli, creek cherry riberry, creek satinash, red lily pilly, small leaved lilly pilly",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Syzygium malaccense,malay rose apple,"kavika tree, large fruited rose apple, malay apple, mountain apple, malacca apple, malay apple, mountain apple, otaheite cashew, otaheite apple, pomerac",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Syzygium polycephalum,gowok,,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Syzygium samarangense,wax apple,"java apple, java roseapple, mountain apple (pacific islands), samarang rose apple, wax jambu",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Syzygium smithii,lilly pilly,"lillipilli, monkey apple (new zealand), narrow leaved lilly pilly",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Syzygium suborbiculare,red bush apple,"forest satinash, lady apple",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Tacca leontopetaloides,polynesian arrowroot,"arrowroot, east indian arrowroot, fiji arrowroot, indian arrowroot, tacca, tahiti arrowroot, williams arrowroot",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Tagetes erecta,aztec marigold,"african marigold, american marigold, big marigold, marigold, mexican marigold, saffron marigold",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Tagetes lucida,sweet scent marigold,"cloud plant, mexican mint marigold, mexican tarragon, mint-marigold, spanish tarragon, sweet scent mexican marigold, sweet mace, texas tarragon, winter tarragon",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Tagetes patula,french marigold,"dwarf french marigold, dwarf marigold, spreading marigold, stinkweed, wild marigold",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Tagetes tenuifolia,signet marigold,"american saffron, lemon marigold, lemon gem, orange gem, striped mexican marigold, slender leaf marigold, french marigold",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Talinum fruticosum,ceylon spinach,,plant,Milla 2020 Crop Origins
,Talinum fruticosum ,ceylon spinach,,plant,BP
,Talinum paniculatum,fameflower,,plant,Milla 2020 Crop Origins
,Talinum portulacifolium,gbure,,plant,Milla 2020 Crop Origins
,Talisia esculenta,pitomba,,plant,Milla 2020 Crop Origins
,Talisia olivaeformis,honeyberry,,plant,"Sterling, ""Yucatan"""
,Tamarindus indica,tamarind,,plant,BP
,Tanacetum parthenium,feverfew,"bachelor's button, bridal roses, camphor geranium, common feverfew, double feverfew, european feverfew, feather-fully, febrifuge plant, feather foil, fetter-foe, feverfew chrysanthemum, feverfew-chamomile, flirtroot, flitwort, golden feather, lesser feverfew, matricaria parthenium, midsummer daisy, mother herb, nosebleed parthenium, pellitory, santa maria, white-wort, wild chamomile, wild quinine, eddygen fenyw, grande chamomile, mutterkraut, vetter-voo, feverfew, featherfew, altamisa, bachelor's button, featherfoil, febrifuge plant, midsummer daisy, nosebleed, wild chamomile, wild quinine, chamomile grande, chrysanthemum atricaire, federfoy, flirtwort",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Tanacetum vulgare,tansy,"bachelors buttons, bitter buttons, common tansy, cow bitter, garden tansy, ginger plant, gold leaf tansy, golden buttons, hindheel, mugwort, parsley fern, scented fern, stinking willie, yellow buttons",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Taraxacum campylodes,dandelion,,plant,Milla 2020 Crop Origins
,Taraxacum officinale,dandelion,,plant,"van Wyk, ""Food Plants of the World"""
,Tasmannia insipida,brush pepperbush,"faint pepper bush, dorrigo pepper, pepper bush, pepper tree",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Tasmannia lanceolata,tasmanian pepperberry,"cornish pepper leaf, mountain pepper, mountain pepperbush, tasmanian pepper bush",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Telopea speciosissima,new south wales waratah,"waratah, native tulip",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Telosma cordata,chinese violet,"cowslip, east coast creeper, fragrant telosma, night fragrant flower, pakalana vine, primrose creeper, tonkin creeper, tonkin jasmine, tonkin telosma",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Terminalia catappa,country almond,"barbados almond, bastard almond, beach almond, bengal almond, catappa, coastal almond, demarara almond, false kamani, fiji almond, indian almond, katapang, java almond, malabar almond, malay almond, sea almond, singapore almond, story tree, talisay tree, tavola nut, tropical almond, water almond, west indian almond, umbrella tree",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Terminalia cunninghamii,pindan walnut,,plant,"Newton, ""The Oldest Foods on Earth"""
,Terminalia ferdinandiana,kakadu plum,"billy goat plum, green plum, gubinge, salty plum, wild plum",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Terminalia kaernbachii,okari nut,okari,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Tetragonia tetragonioides,new zealand spinach,warrigal greens,plant,"Newton, ""The Oldest Foods on Earth"""
,Thaumatococcus daniellii,katempfe,"african serendipity berry, miracle berry, miracle-fruit, miraculous berry sweet prayer plant, yoruba soft cane fruit",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Theobroma bicolor,mocambo,"nicaraguan cocoa, patashte, peru cocoa, peruvian cacao, tiger cocoa, wild cacao",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Theobroma cacao,cocoa bean,,plant,BP
,Theobroma grandiflorum,cupuacu,"brazilian cocoa, copoasu, cupuassu, cupuassu, large-flowered cocoa",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Theobroma microcarpum,cacao de monte,,plant,Milla 2020 Crop Origins
,Thymus herba-barona,caraway thyme,,plant,Milla 2020 Crop Origins
,Thymus vulgaris,thyme,,plant,BP
,Trachyspermum ammi,ajowan caraway,"bishop weed, carom, ajwan seed, ajwain, ajowan seed, falsely lovage seeds",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Tragopogon porrifolius,salsify,,plant,JL
,Trapa natans,water caltrop,"bat nut, bull nut, european water chestnut, horn nut, jesuit's nut, jesuits' nut, ling nut, singhara nut, water chestnut, water nut",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Treculia africana,african breadfruit,"african-boxwood, african breadnut, okwa tree, wild jackfruit",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Trichosanthes cucumerina,snake gourd,"chinese cucumber, club gourd, gudda bean, serpent cucumber, serpent gourd, snake tomato, viper's gourd",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Trichosanthes japonica,kikarasu uri,,plant,Milla 2020 Crop Origins
,Trichosanthes pilosa,japanese snake gourd,,plant,Milla 2020 Crop Origins
,Trifolium pratense,red clover,"beebread, broad-leaved clover, chilean clover, cow clover, cowgrass clover, early blooming clover, june clover, king's crown, mammoth clover, mammoth red clover, meadow clover, meadow honeysuckle, meadow trefoil, medium red clover, multi-cut clover, peavine clover, purple clover, sweet clover, sweet kitty clover, wild clover",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Trifolium repens,white clover,"honeysuckle clover, ladino clover, lodi clover, dutch clover, dutch white clover, white sweet clover",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Trigonella foenum-graecum,fenugreek,,plant,JL
,Triphasia trifolia,limeberry,"lemon china, lime chinese, lime orange berry, trifoliate limeberry, trifoliate limeberry, triphasia, triphasia limeberry",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Triticum aestivum,bread wheat,,plant,BP
,Triticum aestivum subsp. compactum,club wheat,,plant,GRIN Taxonomy for Plants
,Triticum aestivum subsp. sphaerococcum,indian dwarf wheat,,plant,GRIN Taxonomy for Plants
,Triticum araraticum,wild hulled wheat,,plant,GRIN Taxonomy for Plants
,Triticum boeoticum,einkorn wheat,,plant,Milla 2020 Crop Origins
,Triticum carthlicum,persian wheat,,plant,Milla 2020 Crop Origins
,Triticum dicoccon,farro,,plant,JL
,Triticum durum,durum wheat,,plant,JL
,Triticum ispahanicum,emmer wheat,,plant,GRIN Taxonomy for Plants
,Triticum macha,spelt,,plant,GRIN Taxonomy for Plants
,Triticum monococcum,einkorn,,plant,GRIN Taxonomy for Plants
,Triticum monococcum subsp. aegilopoides,wild einkorn,,plant,GRIN Taxonomy for Plants
,Triticum spelta,spelt,,plant,BP
,Triticum sphaerococcum,shot wheat,,plant,Milla 2020 Crop Origins
,Triticum timopheevii,domesticated hulled wheat,,plant,GRIN Taxonomy for Plants
,Triticum turanicum,kamut/khorasan wheat,,plant,JL
,Triticum turgidum,rivet wheat,,plant,GRIN Taxonomy for Plants
,Triticum turgidum subsp. carthlicum,persian wheat,,plant,GRIN Taxonomy for Plants
,Triticum turgidum subsp. dicoccoides,wild emmer wheat,,plant,GRIN Taxonomy for Plants
,Triticum turgidum subsp. dicoccum,emmer wheat,,plant,GRIN Taxonomy for Plants
,Triticum turgidum subsp. durum,durum wheat,,plant,BP
,Triticum turgidum subsp. paleocolchicum,emmer wheat,,plant,GRIN Taxonomy for Plants
,Triticum turgidum subsp. polonicum,polish wheat,,plant,GRIN Taxonomy for Plants
,Triticum turgidum subsp. turanicum,khorasan wheat,,plant,GRIN Taxonomy for Plants
,Triticum urartu,wild einkorn,,plant,GRIN Taxonomy for Plants
,Triticum vavilovii,spelt,,plant,GRIN Taxonomy for Plants
,Tropaeolum leptophyllum,tropaeolum genus,,plant,Milla 2020 Crop Origins
,Tropaeolum majus,garden nasturtium,"climbing nasturtium, common nasturtium, empress of india, indian cress, monks cress, nasturtium",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Tropaeolum tuberosum,mashua,"anu, anyu, bulbous nasturtium, capucine, edible nasturtium, patagonian capucine, peruvian capucine, peruvian nasturtium, tuber nasturtium, tuberous nasturtium, tuberous rooted nasturtium",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Tulbaghia violacea,society garlic,"pink agapanthus, sweet garlic, wild garlic",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Tulip gesneriana,garden tulip,"tulip, didier's tulip, tall garden tulip",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Tylosema esculentum,camel foot,,plant,Milla 2020 Crop Origins
,Typha angustifolia,lesser bulrush,"cattail, lesser reed-mace, nail-rod, narrow-leaf cattail, narrowleaf cattail, reed-mace, small reed-mace, small bulrush",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Typha domingensis,southern cattail,"bulrush, cattail, indian reed mace, narrow-leaf cattail, narrow-leaved cumbungi, lesser reed mace, santo domingo cattail, southern reed mace, tall cattail, tule",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Typha latifolia,reedmace,,plant,Milla 2020 Crop Origins
,Typha orientalis,bulrush,"asian bulrush, broad leaf cumbungi, broad-leaf cumbungi, broad-leaf cumbungi, broad-leaved cumbungi, bull rush, bull-rush, bullrush, cat-tail, cumbungi, japanese cattail lesser reed mace, oriental bulrush, oriental cattail, raupo, raupo bulrush",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Ullucus tuberosus,ullucus,,plant,BP
,Undaria pinnatifida,wakame,,plant,FAO Cultured Aquatic Species Fact Sheets
,Urena lobata,urena congo jute,,plant,FAO major crops 2019
,Urtica dioica,common nettle,,plant,SJ
,Uvaria chamae,finger root,bush banana,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Vaccinium angustifolium,lowbush blueberry,,plant,"van Wyk, ""Food Plants of the World"""
,Vaccinium ashei,rabbiteye blueberry,,plant,"van Wyk, ""Food Plants of the World"""
,Vaccinium corymbosum,highbush blueberry,,plant,"van Wyk, ""Food Plants of the World"""
,Vaccinium macrocarpon,cranberry,,plant,BP
,Vaccinium myrtillus,european blueberry,,plant,BP
,Vaccinium oxycoccos,small cranberry,,plant,Milla 2020 Crop Origins
,Vaccinium pallidum,dryland blueberry,,plant,BP
,Vaccinium tenellum,southern blueberry,,plant,BP
,Vaccinium vitis-idaea,lingonberry,,plant,BP
,Valeriana sambucifolia,elder leaved valerian,,plant,Milla 2020 Crop Origins
,Valerianella locusta,corn salad,,plant,Milla 2020 Crop Origins
,Vangueria madagascariensis,katkara tenga,,plant,Milla 2020 Crop Origins
,Vanilla planifolia,vanilla,,plant,JL
,Vanilla pompona,vanilla,,plant,OO
,Vanilla tahitensis,tahitian vanilla,,plant,Milla 2020 Crop Origins
,Vasconcellea pubescens,mountain papaya,,plant,Milla 2020 Crop Origins
,Vasconcellea x heilbornii,babaco,champagne fruit,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Veronica anagallis,blue water speedwell,,plant,Milla 2020 Crop Origins
,Vicia articulata,black lentil,,plant,Milla 2020 Crop Origins
,Vicia ervilia,bitter vetch,,plant,Milla 2020 Crop Origins
,Vicia faba,fava bean/broad bean,"fava bean, broad bean",plant,BP
,Vicia graminea,vicia chica,,plant,Milla 2020 Crop Origins
,Victoria amazonica,uape jacana,"amazon water lily, amazon water platter, giant amazon water lily, giant water lily, royal water lily, victoria lily, water maize",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Vigna angularis,adzuki bean,,plant,JL
,Vigna cylindrica,catjan,,plant,Milla 2020 Crop Origins
,Vigna lanceolata,native bean,"maloga bean, parsnip bean, ngarlajiyi, small yam, yam, bush carrot, wapurtali, wapirti, wajaraki, merne arlatyeye",plant,"Newton, ""The Oldest Foods on Earth"""
,Vigna mungo,black gram,"black lentil, black matpe, black mung bean, mash bean, mung bean, urd bean, urad bean, white lentil",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Vigna radiata,mung bean,,plant,BP
,Vigna subterranea,bambara groundnut,,plant,BP
,Vigna umbellata,ricebean,,plant,Milla 2020 Crop Origins
,Vigna unguiculata,cowpea,,plant,BP
,Vigna unguiculata subsp. sesquipedalis,asparagus bean,long bean,plant,JL
,Viola hederacea,australian violet,"curtis' violet, ivy-leaf violet, ivy-leaved, native violet, violet",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Viola odorata,wood violet,"apple leaf, bairnworth, banworth, blue violet, common blue violet, common violet, devon violet, english violet, florist's violet, garden violet, ordinary violet, parma violet, purple violet, russian violet, sweet blue violet, sweet dog-violet, sweet-scented violet, sweet violet, violet",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Viola tricolor,wild pansy,"banewort, banwort, bird's eye, bouncing bet, bullweed, call-me-to-you, cat's face, cuddle me, cull me, european wild pansy, field pansy, garden pansy, flower-o-luce, godfathers and godmothers, heart's ease, heartease, hens-and-roosters, herb constancy, jack-jump-up-and-kiss-me, johnny jumpup, johnny-jump-up, jump-up, kiss-her-in-the-buttery, kit-run-about, kit-run-in-the-fields, live-in-idleness, love-in-idleness, love-lies-bleeding, loving idol, meet-me-in-the-entry, miniature pansy, pansy, pink-eyed-john, pink-o-the-eye, stepmother, three-colour violet, three-coloured violet, three-faces-under-a-hood, trinitaria, trinity violet",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Viola x wittrockiana,garden pansy,"ladies' delight, pansy, violas, wittrock's violet",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Vitellaria paradoxa,shea butter,,plant,"Kuete, ""Medicinal Spices and Vegetables from Africa"""
,Vitex doniana,black plum,,plant,Milla 2020 Crop Origins
,Vitis amurensis,amur river grape,,plant,Milla 2020 Crop Origins
,Vitis rotundifolia,muscadine grape,,plant,BP
,Vitis vinifera,common grape vine,,plant,BP
,Wasabia japonica,wasabi,,plant,"van Wyk, ""Food Plants of the World"""
,Willughbeia angustifolia,gerit-gerit,"kubal madu, pitabu, serapit",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Willughbeia coriacea,kubal tusu,borneo rubber,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Wolffia arrhiza,least duckweed,,plant,Milla 2020 Crop Origins
,Xanthium strumarium,cocklebur,,plant,Milla 2020 Crop Origins
,Xanthophyllum amoenum,langgir,nyalin,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Xanthosoma,various starchy corms,,plant,JL
,Xanthosoma belophyllum,chou blanc,,plant,Milla 2020 Crop Origins
,Xanthosoma brasiliense,calalou,,plant,Milla 2020 Crop Origins
,Xanthosoma caracu,yautia horqueta,,plant,Milla 2020 Crop Origins
,Xanthosoma poeppigii,amankani,,plant,Milla 2020 Crop Origins
,Xanthosoma sagittifolium,malanga,,plant,"van Wyk, ""Food Plants of the World"""
,Xanthosoma undipes,choux caraibe,,plant,Milla 2020 Crop Origins
,Xylopia aethiopica,grains of selim,,plant,"Kuete, ""Medicinal Spices and Vegetables from Africa"""
,Yucca filamentosa,adam's needle and thread,"adam's needle, adam's needle yucca, beargrass, common yucca, filament yucca, silkgrass, spoonleaf yucca, desert candle, needle palm",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Yucca gigantea,spanish bayonet,,plant,Milla 2020 Crop Origins
,Zamia integrifolia,arrowroot,,plant,JL
,Zanthoxylum bungeanum,shichuan pepper,,plant,Milla 2020 Crop Origins
,Zanthoxylum capense,small knobwood,,plant,"Kuete, ""Medicinal Spices and Vegetables from Africa"""
,Zanthoxylum simulans,chinese-pepper,"anise pepper, chinese prickly ash, fagara, flatspine prickly ash, flower pepper, sichuan pepper, sichuan peppercorn, szechwan pepper, toothache tree",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Zea mays,corn,,plant,BP
,Zingiber mioga,japanese ginger,,plant,Milla 2020 Crop Origins
,Zingiber montanum,cassumunar ginger,"bengal ginger, bitter ginger, thai ginger",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Zingiber officinale,ginger,,plant,BP
,Zingiber spectabile,beehive ginger,"black gingerwort, champagne beehive, malaysian ginger, nodding ginger",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
